postID,date,time,platform,content_type,caption,hashtags,likes,comments,shares,saves,reach,engagement_rate
P00603,02-03-2024,13:44,facebook,video,Post about growth,#analytics #growth,2711,"Straight to the point, well done",622,1,47844,0.0753
P00604,30-03-2024,13:42,facebook,video,Post about engagement tips,#branding #strategy,2709,This was genuinely helpful for my workflow,349,400,6681,0.5448
P00605,13-04-2024,22:59,facebook,image,Post about growth,#content #growth #trends,2807,"Short and informative, I like it",423,210,51613,0.0712
P00606,16-07-2024,17:07,instagram,image_caurosel,Post about growth,#trends #marketing #growth #strategy,679,Simple but effective insight,93,99,2431,0.4258
P00607,13-11-2024,07:17,twiter,image_caurosel,Post about content strategy,#engagement #analytics #trends #strategy,4385,"Not groundbreaking, but very solid advice",232,578,59564,0.0907
P00608,26-08-2024,15:19,twiter,video,Post about growth,#strategy #analytics #socialmedia #marketing,534,"Straight to the point, well done",309,223,9402,0.1262
P00609,02-12-2024,00:34,twiter,image,Post about engagement tips,#engagement #marketing,1123,"Useful breakdown, especially the last part",20,164,17335,0.0804
P00610,17-12-2024,11:20,twiter,image_caurosel,Post about growth,#branding #engagement #marketing #digital,2046,"Straight to the point, well done",332,138,29230,0.0908
P00611,11-02-2024,04:07,instagram,video,Post about growth,#digital #analytics,3914,Easy to understand and practical,468,210,67394,0.075
P00612,04-10-2024,21:01,facebook,video,Post about content strategy,#socialmedia #analytics,1604,This saves a lot of trial and error,643,387,19006,0.1407
P00613,26-06-2024,06:16,instagram,video,Post about growth,#content #growth #branding #strategy,1000,I wish more posts explained it this clearly,205,577,13519,0.1427
P00614,21-02-2024,08:09,facebook,video,Post about analytics,#strategy #analytics #growth,3529,"Straight to the point, well done",542,188,24884,0.1741
P00615,04-04-2024,22:56,twiter,video,Post about growth,#socialmedia #strategy,1253,This was genuinely helpful for my workflow,400,78,16640,0.1151
P00616,14-01-2024,02:06,twiter,image_caurosel,Post about brand building,#strategy #digital #trends,819,Makes sense when you see it laid out like this,588,579,10688,0.2224
P00617,16-10-2024,21:34,youtube,image,Post about analytics,#analytics #content,3516,This saves a lot of trial and error,573,553,24803,0.2032
P00618,28-04-2024,22:04,instagram,image,Post about engagement tips,#branding #trends #content #engagement,3578,"Useful breakdown, especially the last part",800,480,32584,0.1608
P00619,29-12-2024,11:32,youtube,video,Post about engagement tips,#strategy #branding,4109,This actually answered a question I had,712,44,62725,0.0817
P00620,23-02-2024,05:28,instagram,image,Post about engagement tips,#branding #strategy #digital #growth,4059,Easy to understand and practical,495,76,13328,0.3816
P00621,09-03-2024,09:09,twiter,image,Post about content strategy,#content #engagement #marketing #socialmedia,3807,Simple but effective insight,18,572,15104,0.3038
P00622,15-04-2024,04:36,instagram,video,Post about brand building,#marketing #growth #digital #engagement,3071,I tried something similar and got decent results,230,409,24772,0.1579
P00623,14-03-2024,23:19,twiter,image,Post about engagement tips,#content #strategy #digital,4427,This gave me a new angle to think about,596,578,13182,0.4602
P00624,21-05-2024,05:31,youtube,image_caurosel,Post about engagement tips,#content #strategy,4281,"Useful breakdown, especially the last part",238,227,67804,0.0721
P00625,06-02-2024,07:30,youtube,image,Post about content strategy,#analytics #engagement #trends,1010,I tried something similar and got decent results,784,102,12728,0.1692
P00626,24-03-2024,04:14,instagram,image,Post about engagement tips,#socialmedia #content,1700,"Useful breakdown, especially the last part",587,509,30003,0.1036
P00627,30-04-2024,09:38,youtube,image,Post about analytics,#analytics #strategy,4219,"Short and informative, I like it",624,291,18167,0.3097
P00628,23-08-2024,22:50,twiter,image,Post about content strategy,#digital #engagement,1145,Clear explanation without unnecessary hype,481,9,5781,0.3022
P00629,27-04-2024,23:55,youtube,image_caurosel,Post about analytics,#growth #engagement #analytics #marketing,3233,Good reminder of the basics,260,460,13486,0.3032
P00630,21-08-2024,04:17,instagram,image_caurosel,Post about brand building,#socialmedia #trends #strategy,2702,I wish more posts explained it this clearly,530,387,14618,0.2544
P00631,23-03-2024,01:20,youtube,video,Post about growth,#strategy #digital #socialmedia,1879,I tried something similar and got decent results,758,107,16812,0.1707
P00632,21-09-2024,18:47,instagram,image,Post about growth,#socialmedia #trends #content,1074,This aligns with what I’ve been seeing lately,552,520,4305,0.5559
P00633,21-06-2024,11:07,instagram,image_caurosel,Post about brand building,#socialmedia #growth #strategy,479,Simple but effective insight,241,269,1267,0.9187
P00634,03-01-2024,05:16,twiter,image_caurosel,Post about growth,#digital #growth,1148,This confirms what our data showed,639,10,1488,1.2372
P00635,07-11-2024,16:33,youtube,image_caurosel,Post about growth,#analytics #marketing,98,Clear explanation without unnecessary hype,185,200,1374,0.5116
P00636,24-02-2024,11:30,youtube,video,Post about analytics,#trends #engagement,2415,I tried something similar and got decent results,256,387,38249,0.0854
P00637,07-07-2024,20:27,facebook,image_caurosel,Post about brand building,#trends #engagement #marketing,3609,Simple but effective insight,474,591,53556,0.0931
P00638,11-01-2024,15:52,instagram,video,Post about growth,#socialmedia #branding #analytics,4208,"Not groundbreaking, but very solid advice",267,321,74187,0.0688
P00639,15-01-2024,11:21,twiter,image_caurosel,Post about content strategy,#digital #growth #branding #marketing,4412,"Short and informative, I like it",228,394,69910,0.0738
P00640,19-11-2024,14:16,twiter,image_caurosel,Post about engagement tips,#growth #socialmedia #engagement,252,"Short and informative, I like it",26,307,3032,0.2985
P00641,22-02-2024,01:19,instagram,image,Post about brand building,#content #engagement #marketing #branding,1008,"Interesting approach, might test this soon",222,528,9434,0.2334
P00642,24-05-2024,00:20,twiter,image_caurosel,Post about growth,#marketing #strategy #engagement #analytics,309,"Straight to the point, well done",475,54,4324,0.2414
P00643,23-03-2024,12:38,youtube,video,Post about brand building,#marketing #trends #content #growth,765,"Not groundbreaking, but very solid advice",400,31,6903,0.2258
P00644,10-01-2024,21:57,youtube,video,Post about analytics,#socialmedia #branding,4980,This saves a lot of trial and error,150,45,50194,0.1045
P00645,29-07-2024,18:45,twiter,image_caurosel,Post about growth,#strategy #engagement,2846,This aligns with what I’ve been seeing lately,690,147,14820,0.2787
P00646,07-11-2024,04:57,instagram,video,Post about growth,#growth #analytics #socialmedia #marketing,4768,"Short and informative, I like it",335,186,48296,0.1193
P00647,04-10-2024,22:58,facebook,video,Post about analytics,#strategy #digital #branding,3151,This actually answered a question I had,368,503,8497,0.4932
P00648,29-12-2024,13:19,facebook,image_caurosel,Post about analytics,#engagement #digital #content,1868,Clear explanation without unnecessary hype,471,577,19947,0.17
P00649,18-05-2024,02:06,instagram,image_caurosel,Post about content strategy,#trends #content,3969,"Helpful context, thanks for sharing",60,273,44051,0.099
P00650,06-12-2024,22:30,facebook,video,Post about content strategy,#socialmedia #strategy #engagement,1753,"Helpful context, thanks for sharing",534,597,13766,0.2126
P00651,06-03-2024,12:02,twiter,video,Post about growth,#digital #analytics #engagement #content,3195,"Straight to the point, well done",565,22,47496,0.0835
P00652,24-05-2024,17:53,facebook,image,Post about growth,#digital #trends #socialmedia,3643,"Short and informative, I like it",116,162,38711,0.1053
P00653,17-12-2024,14:04,youtube,image,Post about growth,#analytics #strategy #marketing #growth,2233,"Useful breakdown, especially the last part",501,445,37989,0.0907
P00654,24-04-2024,22:21,twiter,video,Post about brand building,#socialmedia #trends,549,"Interesting approach, might test this soon",349,23,10797,0.1285
P00655,28-05-2024,14:48,facebook,image,Post about content strategy,#trends #growth,660,Clear explanation without unnecessary hype,553,513,2681,0.828
P00656,14-12-2024,11:33,twiter,video,Post about content strategy,#marketing #strategy,1798,"Short and informative, I like it",398,435,22158,0.133
P00657,08-02-2024,15:00,facebook,video,Post about analytics,#digital #strategy,4082,"Not groundbreaking, but very solid advice",77,192,51796,0.089
P00658,22-09-2024,11:45,facebook,video,Post about engagement tips,#strategy #analytics #digital #marketing,1339,Good reminder of the basics,133,378,5789,0.4042
P00659,03-09-2024,01:03,instagram,image,Post about growth,#analytics #digital #content #trends,1688,Clear explanation without unnecessary hype,297,492,19345,0.1299
P00660,29-09-2024,17:17,instagram,image_caurosel,Post about analytics,#strategy #trends,1775,Clear explanation without unnecessary hype,645,450,31952,0.1031
P00661,26-07-2024,04:54,youtube,video,Post about brand building,#branding #strategy,3589,I wish more posts explained it this clearly,44,60,57073,0.0732
P00662,25-02-2024,16:54,twiter,image_caurosel,Post about brand building,#analytics #strategy,3843,"Interesting approach, might test this soon",445,428,46701,0.1055
P00663,09-04-2024,11:11,twiter,image,Post about analytics,#strategy #trends #socialmedia,2894,"Useful breakdown, especially the last part",40,355,47256,0.0787
P00664,08-12-2024,14:37,twiter,video,Post about brand building,#content #trends #socialmedia #analytics,4079,This aligns with what I’ve been seeing lately,421,338,42307,0.1172
P00665,03-09-2024,21:48,twiter,image_caurosel,Post about analytics,#analytics #engagement,1251,Simple but effective insight,357,188,21355,0.0887
P00666,24-12-2024,02:43,instagram,image,Post about brand building,#strategy #engagement #socialmedia #content,4788,"Interesting approach, might test this soon",773,257,15796,0.3948
P00667,31-08-2024,02:55,twiter,image,Post about content strategy,#branding #marketing #growth #content,3109,Simple but effective insight,119,75,8920,0.3937
P00668,03-02-2024,05:53,instagram,image_caurosel,Post about analytics,#digital #branding,4222,Easy to understand and practical,243,383,63988,0.0834
P00669,17-05-2024,04:42,instagram,image,Post about analytics,#branding #content,2618,"Short and informative, I like it",446,141,30478,0.1151
P00670,25-10-2024,02:13,facebook,video,Post about content strategy,#socialmedia #analytics,2458,"Helpful context, thanks for sharing",590,283,5209,0.722
P00671,24-09-2024,06:51,youtube,image_caurosel,Post about analytics,#analytics #marketing #socialmedia #digital,1714,This confirms what our data showed,385,189,18527,0.1322
P00672,11-09-2024,12:45,youtube,image,Post about brand building,#marketing #content #digital #trends,2987,This actually answered a question I had,115,526,34003,0.1116
P00673,05-04-2024,06:34,youtube,image_caurosel,Post about analytics,#strategy #marketing #content #trends,3150,Appreciate the practical example here,617,55,39378,0.1058
P00674,23-04-2024,00:26,instagram,image_caurosel,Post about analytics,#socialmedia #growth #trends,972,Makes sense when you see it laid out like this,574,446,18101,0.1153
P00675,08-02-2024,22:29,facebook,image,Post about engagement tips,#socialmedia #content #branding #growth,4853,I tried something similar and got decent results,594,474,33585,0.1771
P00676,22-07-2024,19:15,twiter,image,Post about growth,#analytics #digital,3073,"Not groundbreaking, but very solid advice",512,600,53138,0.0842
P00677,08-01-2024,12:18,instagram,video,Post about brand building,#growth #marketing #strategy #socialmedia,4029,This saves a lot of trial and error,636,597,63623,0.0903
P00678,05-11-2024,18:14,youtube,image_caurosel,Post about content strategy,#content #marketing #digital #engagement,847,"Not groundbreaking, but very solid advice",542,130,2311,0.6672
P00679,26-02-2024,05:44,youtube,video,Post about engagement tips,#socialmedia #strategy #engagement #analytics,4470,"Interesting approach, might test this soon",426,473,28979,0.1927
P00680,19-02-2024,22:55,facebook,image,Post about engagement tips,#engagement #analytics,806,"Helpful context, thanks for sharing",539,552,13182,0.1784
P00681,05-04-2024,13:19,instagram,image,Post about growth,#content #growth #engagement,1744,I wish more posts explained it this clearly,343,526,17603,0.1617
P00682,27-12-2024,11:18,twiter,image_caurosel,Post about analytics,#socialmedia #growth,3903,"Interesting approach, might test this soon",370,505,5478,0.893
P00683,19-03-2024,08:58,twiter,image_caurosel,Post about content strategy,#engagement #strategy,790,"Straight to the point, well done",529,147,1497,1.2098
P00684,01-11-2024,19:05,instagram,image,Post about brand building,#trends #analytics #strategy #growth,955,Appreciate the practical example here,115,532,1309,1.4805
P00685,13-02-2024,09:29,youtube,video,Post about content strategy,#trends #content,1284,"Useful breakdown, especially the last part",64,542,14965,0.1279
P00686,30-08-2024,05:00,twiter,video,Post about content strategy,#marketing #analytics #growth #trends,665,I tried something similar and got decent results,543,155,3443,0.4682
P00687,22-12-2024,22:07,facebook,image,Post about content strategy,#strategy #engagement,513,Simple but effective insight,165,198,4855,0.1821
P00688,26-06-2024,16:53,youtube,image_caurosel,Post about engagement tips,#growth #strategy,3684,Appreciate the practical example here,756,114,68309,0.0726
P00689,28-03-2024,06:21,youtube,image,Post about growth,#trends #digital #socialmedia,1827,"Interesting approach, might test this soon",328,126,16272,0.1632
P00690,26-05-2024,23:37,twiter,image_caurosel,Post about analytics,#marketing #analytics #branding,4209,Clear explanation without unnecessary hype,360,244,57452,0.0891
P00691,17-06-2024,23:49,youtube,video,Post about analytics,#trends #branding #engagement,102,This gave me a new angle to think about,488,526,1098,1.2805
P00692,23-03-2024,08:17,youtube,video,Post about growth,#strategy #engagement #trends #digital,1947,This actually answered a question I had,477,372,2207,1.4395
P00693,17-09-2024,15:56,facebook,image,Post about content strategy,#socialmedia #content #marketing #engagement,4603,"Useful breakdown, especially the last part",637,456,14149,0.4091
P00694,07-05-2024,10:36,facebook,video,Post about brand building,#content #engagement #growth #analytics,306,"Helpful context, thanks for sharing",552,199,4140,0.3051
P00695,22-03-2024,16:40,facebook,video,Post about brand building,#engagement #branding,2833,I wish more posts explained it this clearly,714,282,47978,0.0807
P00696,15-04-2024,08:29,facebook,image_caurosel,Post about content strategy,#content #analytics #branding #engagement,2917,I wish more posts explained it this clearly,478,62,8017,0.45
P00697,09-07-2024,00:07,youtube,image_caurosel,Post about content strategy,#socialmedia #trends #growth,4391,This confirms what our data showed,461,557,49736,0.1159
P00698,24-11-2024,02:46,youtube,image_caurosel,Post about brand building,#digital #growth,1621,Simple but effective insight,771,325,28985,0.1032
P00699,15-06-2024,07:58,instagram,image_caurosel,Post about growth,#marketing #socialmedia #engagement #digital,3642,Simple but effective insight,576,181,21314,0.2088
P00700,16-05-2024,01:39,instagram,video,Post about brand building,#branding #trends #content,1104,Good reminder of the basics,352,323,18885,0.11
P00701,29-11-2024,19:23,twiter,video,Post about growth,#engagement #branding,1033,"Short and informative, I like it",186,518,4568,0.4135
P00702,07-11-2024,18:43,instagram,image,Post about content strategy,#analytics #socialmedia #marketing,3301,"Straight to the point, well done",333,466,11929,0.3672
P00703,05-03-2024,09:31,youtube,image_caurosel,Post about analytics,#marketing #branding #engagement #strategy,3001,Simple but effective insight,16,548,23986,0.155
P00704,04-03-2024,22:06,youtube,video,Post about engagement tips,#trends #branding,4216,This aligns with what I’ve been seeing lately,338,93,22228,0.2121
P00705,24-07-2024,11:14,facebook,video,Post about growth,#socialmedia #content #analytics #strategy,716,This actually answered a question I had,483,47,2717,0.64
P00706,10-12-2024,06:24,facebook,image_caurosel,Post about content strategy,#strategy #growth #engagement #digital,4019,This confirms what our data showed,237,409,66504,0.0776
P00707,29-09-2024,06:29,youtube,image,Post about brand building,#analytics #growth #marketing #strategy,2220,"Not groundbreaking, but very solid advice",284,222,36074,0.0871
P00708,18-12-2024,01:43,instagram,image_caurosel,Post about content strategy,#digital #branding #trends,3795,This gave me a new angle to think about,7,528,4926,0.9614
P00709,08-09-2024,17:44,twiter,image_caurosel,Post about content strategy,#strategy #socialmedia #digital,2462,Simple but effective insight,474,250,22855,0.1479
P00710,30-08-2024,14:48,instagram,image,Post about brand building,#analytics #digital #trends,4968,This was genuinely helpful for my workflow,425,449,50897,0.1185
P00711,29-01-2024,21:30,instagram,image_caurosel,Post about engagement tips,#growth #digital,1693,This was genuinely helpful for my workflow,324,348,31676,0.0777
P00712,16-06-2024,08:15,instagram,image_caurosel,Post about growth,#marketing #strategy #growth #trends,2315,Clear explanation without unnecessary hype,24,214,21591,0.1398
P00713,25-05-2024,07:47,facebook,image_caurosel,Post about analytics,#socialmedia #marketing,3518,This confirms what our data showed,648,148,13736,0.3431
P00714,11-02-2024,02:18,facebook,image_caurosel,Post about analytics,#analytics #socialmedia #content #branding,1788,This actually answered a question I had,192,178,4303,0.6121
P00715,20-02-2024,01:02,youtube,video,Post about analytics,#growth #content #branding #digital,63,This gave me a new angle to think about,557,293,772,1.6852
P00716,25-12-2024,14:46,twiter,image_caurosel,Post about brand building,#marketing #growth #branding #trends,986,"Helpful context, thanks for sharing",158,128,2275,0.6941
P00717,23-11-2024,18:23,facebook,video,Post about engagement tips,#strategy #engagement #trends #marketing,3014,This gave me a new angle to think about,711,463,3642,1.1741
P00718,07-10-2024,12:01,facebook,image,Post about analytics,#engagement #growth #analytics #marketing,4115,"Not groundbreaking, but very solid advice",423,212,48064,0.1075
P00719,20-04-2024,22:38,instagram,video,Post about growth,#socialmedia #marketing #analytics,856,Makes sense when you see it laid out like this,799,396,8289,0.2583
P00720,04-06-2024,19:08,facebook,video,Post about brand building,#analytics #growth #socialmedia #trends,1245,Easy to understand and practical,773,565,19933,0.1448
P00721,10-05-2024,02:19,youtube,image_caurosel,Post about content strategy,#socialmedia #branding #content #digital,4038,Clear explanation without unnecessary hype,786,311,56580,0.0991
P00722,09-02-2024,16:13,facebook,image_caurosel,Post about analytics,#analytics #digital #trends,4225,Makes sense when you see it laid out like this,606,119,75676,0.0678
P00723,06-08-2024,03:08,facebook,image_caurosel,Post about content strategy,#strategy #digital #growth #marketing,51,"Not groundbreaking, but very solid advice",80,428,133,4.3233
P00724,26-02-2024,02:37,instagram,video,Post about content strategy,#trends #analytics,1619,Clear explanation without unnecessary hype,692,198,14902,0.17
P00725,08-02-2024,12:07,facebook,video,Post about brand building,#branding #marketing #engagement,4878,"Useful breakdown, especially the last part",564,564,8417,0.7614
P00726,27-12-2024,18:25,youtube,image,Post about analytics,#content #strategy,3627,"Short and informative, I like it",306,539,53273,0.0846
P00727,23-05-2024,22:46,facebook,image_caurosel,Post about brand building,#marketing #growth,3304,Appreciate the practical example here,754,11,28309,0.1449
P00728,07-06-2024,02:06,twiter,video,Post about growth,#engagement #marketing #strategy #socialmedia,2934,Good reminder of the basics,755,121,4319,0.9873
P00729,12-06-2024,12:38,instagram,image_caurosel,Post about brand building,#growth #branding #analytics,1272,Good reminder of the basics,10,85,1682,0.9744
P00730,10-12-2024,02:36,twiter,image_caurosel,Post about engagement tips,#strategy #engagement #trends,3656,"Helpful context, thanks for sharing",428,478,20024,0.234
P00731,04-05-2024,01:25,twiter,image,Post about engagement tips,#strategy #analytics #digital #growth,90,"Not groundbreaking, but very solid advice",577,319,530,2.6698
P00732,15-03-2024,15:21,instagram,video,Post about content strategy,#marketing #strategy #growth #socialmedia,4359,"Short and informative, I like it",577,367,30266,0.1914
P00733,23-08-2024,04:54,instagram,image,Post about growth,#branding #growth #strategy #socialmedia,561,Good reminder of the basics,92,184,6810,0.1772
P00734,07-01-2024,13:21,youtube,video,Post about content strategy,#strategy #engagement #digital,4515,This gave me a new angle to think about,732,596,18277,0.3336
P00735,23-06-2024,15:53,youtube,image,Post about analytics,#engagement #socialmedia,1534,This saves a lot of trial and error,234,328,17673,0.1293
P00736,21-11-2024,02:06,twiter,video,Post about brand building,#trends #marketing,4949,I wish more posts explained it this clearly,766,415,77865,0.082
P00737,08-04-2024,08:49,twiter,image,Post about brand building,#marketing #growth #socialmedia,2287,This actually answered a question I had,488,375,13876,0.2324
P00738,13-12-2024,07:51,youtube,image,Post about engagement tips,#analytics #socialmedia,2724,This saves a lot of trial and error,104,200,46909,0.0709
P00739,04-05-2024,09:08,youtube,video,Post about engagement tips,#analytics #engagement,3486,This gave me a new angle to think about,752,588,20601,0.2368
P00740,22-12-2024,16:54,facebook,video,Post about growth,#marketing #trends #engagement,2133,This aligns with what I’ve been seeing lately,195,310,32714,0.0901
P00741,12-03-2024,21:16,facebook,video,Post about brand building,#digital #trends #socialmedia,1503,"Useful breakdown, especially the last part",441,24,29010,0.069
P00742,23-06-2024,07:47,youtube,video,Post about content strategy,#analytics #socialmedia,571,"Short and informative, I like it",550,61,8980,0.1667
P00743,28-05-2024,03:16,instagram,image,Post about content strategy,#trends #strategy #content,3748,"Useful breakdown, especially the last part",480,127,4986,0.9318
P00744,19-08-2024,01:56,instagram,image,Post about analytics,#marketing #analytics,3589,"Useful breakdown, especially the last part",235,366,47656,0.0964
P00745,20-03-2024,10:41,facebook,image,Post about analytics,#branding #content #analytics,2751,"Not groundbreaking, but very solid advice",471,64,49894,0.0732
P00746,23-09-2024,22:58,youtube,image,Post about engagement tips,#analytics #trends,2461,This was genuinely helpful for my workflow,104,61,43826,0.0665
P00747,07-05-2024,16:30,youtube,image,Post about growth,#trends #socialmedia #content,4592,This confirms what our data showed,277,535,26808,0.2061
P00748,17-09-2024,04:43,instagram,image_caurosel,Post about analytics,#digital #branding,2786,I wish more posts explained it this clearly,551,236,55152,0.0708
P00749,22-12-2024,20:03,twiter,video,Post about brand building,#digital #trends,3251,Makes sense when you see it laid out like this,56,536,17805,0.2386
P00750,02-06-2024,15:24,twiter,image,Post about engagement tips,#trends #engagement #analytics,173,Good reminder of the basics,378,167,2348,0.4468
P00751,27-04-2024,00:17,instagram,video,Post about brand building,#branding #growth,4170,"Short and informative, I like it",96,155,58240,0.0843
P00752,23-08-2024,10:41,facebook,image_caurosel,Post about analytics,#analytics #branding #digital,2648,Good reminder of the basics,29,70,18824,0.1649
P00753,22-09-2024,02:26,instagram,video,Post about content strategy,#digital #marketing #growth,1204,"Helpful context, thanks for sharing",768,283,21630,0.1203
P00754,28-11-2024,14:46,instagram,image,Post about growth,#engagement #growth,95,Good reminder of the basics,507,168,1028,1.0457
P00755,28-01-2024,15:18,youtube,video,Post about growth,#trends #analytics #content,2454,Simple but effective insight,276,400,43123,0.076
P00756,06-07-2024,09:37,youtube,video,Post about growth,#socialmedia #content,1892,This actually answered a question I had,387,175,34886,0.077
P00757,04-09-2024,14:46,youtube,image,Post about analytics,#trends #analytics #marketing,1146,This actually answered a question I had,145,442,8752,0.2198
P00758,12-03-2024,02:47,twiter,image_caurosel,Post about growth,#branding #digital #strategy #marketing,1410,This actually answered a question I had,155,42,26413,0.0777
P00759,17-02-2024,12:23,facebook,image_caurosel,Post about engagement tips,#engagement #trends #branding #content,2470,Simple but effective insight,374,336,17067,0.2109
P00760,28-08-2024,23:51,twiter,image,Post about analytics,#strategy #content #analytics #marketing,1858,Good reminder of the basics,97,410,19123,0.1352
P00761,26-09-2024,09:29,twiter,image_caurosel,Post about content strategy,#digital #engagement,2590,Clear explanation without unnecessary hype,363,0,12802,0.2325
P00762,20-03-2024,13:31,twiter,image,Post about brand building,#engagement #digital #growth,4699,Makes sense when you see it laid out like this,779,489,78384,0.0772
P00763,14-12-2024,11:54,instagram,video,Post about brand building,#strategy #branding,3141,"Not groundbreaking, but very solid advice",5,109,28142,0.1331
P00764,02-02-2024,01:48,instagram,image,Post about brand building,#growth #strategy,4737,Simple but effective insight,219,370,57757,0.0987
P00765,21-04-2024,15:51,instagram,image,Post about engagement tips,#growth #analytics #trends #content,4141,I tried something similar and got decent results,473,526,51875,0.1069
P00766,14-07-2024,10:19,facebook,image,Post about engagement tips,#socialmedia #branding #growth #marketing,4943,This actually answered a question I had,782,576,90180,0.0741
P00767,11-01-2024,12:24,instagram,video,Post about analytics,#content #branding #digital,4349,Good reminder of the basics,77,228,54955,0.0893
P00768,19-03-2024,17:32,twiter,image_caurosel,Post about engagement tips,#growth #branding #socialmedia,3424,"Not groundbreaking, but very solid advice",209,62,15417,0.2426
P00769,24-11-2024,11:45,twiter,image_caurosel,Post about growth,#marketing #digital #branding #engagement,4151,"Interesting approach, might test this soon",457,189,4659,1.1138
P00770,07-04-2024,02:35,instagram,video,Post about brand building,#content #marketing #trends #branding,3126,"Short and informative, I like it",201,32,41524,0.0914
P00771,27-07-2024,00:52,facebook,image,Post about brand building,#engagement #growth,2936,This actually answered a question I had,242,418,42041,0.0878
P00772,09-04-2024,08:20,facebook,image,Post about content strategy,#digital #socialmedia,2108,Good reminder of the basics,109,38,9114,0.265
P00773,30-06-2024,18:31,youtube,image_caurosel,Post about growth,#digital #socialmedia #branding,4432,Simple but effective insight,153,298,10192,0.5009
P00774,19-12-2024,01:59,youtube,image,Post about growth,#engagement #digital #trends #growth,856,This actually answered a question I had,164,412,7585,0.2376
P00775,26-07-2024,10:27,instagram,image_caurosel,Post about growth,#growth #engagement #trends,4663,This actually answered a question I had,695,547,49888,0.122
P00776,26-02-2024,15:41,facebook,image_caurosel,Post about analytics,#growth #strategy #branding,4786,Good reminder of the basics,610,249,19951,0.2991
P00777,23-05-2024,20:31,youtube,image,Post about brand building,#branding #strategy,3276,"Helpful context, thanks for sharing",468,206,50993,0.0822
P00778,23-10-2024,23:31,twiter,image,Post about content strategy,#trends #marketing #growth,476,"Helpful context, thanks for sharing",193,526,7018,0.2294
P00779,04-07-2024,03:43,instagram,image,Post about engagement tips,#trends #digital,684,This gave me a new angle to think about,567,74,2629,0.6219
P00780,01-10-2024,21:16,instagram,video,Post about growth,#trends #marketing #growth #content,4857,This gave me a new angle to think about,90,461,18197,0.3205
P00781,17-08-2024,23:07,facebook,video,Post about brand building,#socialmedia #digital,1352,Appreciate the practical example here,92,127,19606,0.096
P00782,17-12-2024,05:34,twiter,image,Post about content strategy,#strategy #marketing #branding,3183,"Interesting approach, might test this soon",224,28,9774,0.359
P00783,16-02-2024,05:29,facebook,image_caurosel,Post about brand building,#trends #socialmedia #strategy,514,Simple but effective insight,4,154,7101,0.1639
P00784,28-11-2024,10:54,instagram,image_caurosel,Post about brand building,#analytics #content #marketing,4006,"Useful breakdown, especially the last part",150,566,19233,0.2696
P00785,20-02-2024,05:19,facebook,image,Post about analytics,#socialmedia #content #trends #digital,307,"Interesting approach, might test this soon",261,209,4535,0.1881
P00786,25-05-2024,16:17,youtube,video,Post about content strategy,#analytics #marketing,2433,This actually answered a question I had,776,146,30026,0.1276
P00787,05-07-2024,03:59,instagram,video,Post about growth,#engagement #marketing #content #trends,3565,Appreciate the practical example here,120,329,40582,0.1109
P00788,09-04-2024,03:20,instagram,image,Post about analytics,#content #marketing #analytics #growth,829,Easy to understand and practical,407,69,5861,0.2709
P00789,11-10-2024,21:19,youtube,video,Post about analytics,#branding #analytics #socialmedia #strategy,2886,Appreciate the practical example here,617,332,5921,0.6504
P00790,24-11-2024,19:32,instagram,image_caurosel,Post about content strategy,#engagement #branding #growth #digital,798,This confirms what our data showed,313,285,7500,0.2199
P00791,06-10-2024,03:09,twiter,image_caurosel,Post about engagement tips,#content #socialmedia,409,This saves a lot of trial and error,225,32,5759,0.1542
P00792,15-09-2024,01:47,youtube,video,Post about content strategy,#engagement #socialmedia,4441,Appreciate the practical example here,118,80,78496,0.065
P00793,12-03-2024,20:05,twiter,image,Post about analytics,#socialmedia #analytics #engagement,2402,Simple but effective insight,484,548,30317,0.1252
P00794,08-10-2024,01:13,instagram,video,Post about growth,#strategy #growth,3936,This gave me a new angle to think about,557,101,47693,0.1042
P00795,17-11-2024,05:39,instagram,image,Post about brand building,#growth #digital #content #engagement,4299,I tried something similar and got decent results,562,400,85022,0.0665
P00796,28-10-2024,03:39,instagram,video,Post about content strategy,#engagement #trends #marketing,3966,I wish more posts explained it this clearly,537,525,60360,0.0834
P00797,11-02-2024,10:09,youtube,image,Post about content strategy,#strategy #trends #growth,3305,Good reminder of the basics,777,329,16237,0.2969
P00798,17-10-2024,15:08,instagram,image_caurosel,Post about brand building,#branding #content,405,Appreciate the practical example here,604,137,6169,0.2423
P00799,11-10-2024,10:04,twiter,image,Post about content strategy,#socialmedia #analytics #engagement,4209,"Useful breakdown, especially the last part",610,310,19756,0.2602
P00800,30-03-2024,18:29,youtube,video,Post about growth,#content #digital #trends #engagement,1239,"Short and informative, I like it",357,25,13309,0.1487
P00801,25-08-2024,19:03,facebook,video,Post about analytics,#digital #socialmedia #trends,3456,"Useful breakdown, especially the last part",155,577,24312,0.1881
P00802,22-08-2024,05:13,instagram,video,Post about analytics,#analytics #branding,2751,This was genuinely helpful for my workflow,601,268,30055,0.1228
P00803,25-01-2024,21:34,youtube,image,Post about content strategy,#analytics #strategy,4717,"Interesting approach, might test this soon",635,497,56604,0.1092
P00804,10-03-2024,21:31,youtube,video,Post about analytics,#digital #engagement #content,934,"Useful breakdown, especially the last part",610,151,13325,0.1408
